Vehicle_Type,Public Vehicle Number,Status,Vehicle_Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,Record ID
Livery,8256,RESERVED,CADILLAC,DTS,2011,BLACK,Gasoline,N,BOSTON COACH ILLINOIS CORP,CHICAGO,IL,8256Livery
Livery,8996,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,GHADEER INC,CHICAGO,IL,8996Livery
Taxi,2714,ACTIVE,TOYOTA,PRIUS,2012,SILVER,Hybrid,N,WOLLO CAB INC.,CHICAGO,IL,2714Taxi
Taxi,362,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,MAY TAXI INC,CHICAGO,IL,362Taxi
Livery,7278,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,CHICAGO,IL,7278Livery
Livery,7537,ACTIVE,LINCOLN,NAVIGATOR,2013,BLACK,Gasoline,N,ALEKSANDR MUZYKANSKIY,CHICAGO,IL,7537Livery
Taxi,6818,ACTIVE,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,NECT 12 LLC,CHICAGO,IL,6818Taxi
Livery,7483,VIOLATION,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,"7 SEAS LIMO SERVICE, INC",CHICAGO,IL,7483Livery
Livery,9553,RESERVED,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,AMERICAN PARTY LIMOUSINE SERVICE INC,CHICAGO,IL,9553Livery
Taxi,6010,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,PARIDIS CAB CORP.,CHICAGO,IL,6010Taxi
Livery,8635,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,PRINCESS LIMOUSINE INC,CHICAGO,IL,8635Livery
Charter Sightseeing,13528,ACTIVE,VAN HOOL,TD925,2008,RED,Bio-Diesel,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,13528Charter Sightseeing
Taxi,4985,ACTIVE,TOYOTA,PRIUS,2010,GRAY/WHITE,Hybrid,N,MIR HUSSAIN CAB CORP,CHICAGO,IL,4985Taxi
Taxi,1687,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,SITARA INC.,CHICAGO,IL,1687Taxi
Taxi,6792,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,KING CAB CORP,CHICAGO,IL,6792Taxi
Taxi,1578,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,N,ONE CHATHA INC,CHICAGO,IL,1578Taxi
Taxi,5653,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,LIZ TAXI CORP.,CHICAGO,IL,5653Taxi
Taxi,3842,ACTIVE,TOYOTA,SCION,2014,WHITE,Gasoline,N,FOREVER CAB INC.,CHICAGO,IL,3842Taxi
Taxi,4545,ACTIVE,TOYOTA,CAMRY,2010,WHITE/BLUE/STRIPES,Hybrid,N,MIKHALIA CABS ONE INC.,CHICAGO,IL,4545Taxi
Taxi,6347,ACTIVE,TOYOTA,CAMRY,2010,CREAM/GREEN,Hybrid,N,S.S.M.J. KHAN INC.,CHICAGO,IL,6347Taxi
Taxi,745,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,L AND M AVE OF AMERICA TAXI CORP,CHICAGO,IL,745Taxi
Medicar,6555,RESERVED,FORD,E150,2009,WHITE,Gasoline,N,Joiner Enterprises Inc,CHICAGO,IL,6555Medicar
Taxi,1245,ACTIVE,TOYOTA,PRIUS,2014,WHITE/STARS/STRIPES,Hybrid,N,MICHAEL TWO CAB CORP,CHICAGO,IL,1245Taxi
Taxi,6032,ACTIVE,TOYOTA,SCION,2014,GRAY/WHITE,Gasoline,N,DURDSON & COMPANY,CHICAGO,IL,6032Taxi
Taxi,3462,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,TIPTOM INC.,CHICAGO,IL,3462Taxi
Livery,9436,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,GO SAFE LIMOUSINE INC,CHICAGO,IL,9436Livery
Taxi,4968,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,TOWER OF LONDON TAXI LLC,CHICAGO,IL,4968Taxi
Livery,8565,INACTIVE,LINCOLN,TOWN CAR,2000,GRAY,Gasoline,N,TYRONE TAYLOR,CHICAGO,IL,8565Livery
Taxi,2707,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/BLUE,Compressed Natural Gas,N,ARYA RIDE INC.,CHICAGO,IL,2707Taxi
Taxi,3895,ACTIVE,TOYOTA,SIENNA,2011,YELLOW,Gasoline,N,GILMART ENTERPRISES INC.,CHICAGO,IL,3895Taxi
Charter Sightseeing,6087,ACTIVE,MCI,102DL3,1997,WHITE/RED/BLUE,Gasoline,N,CHICAGO SIGHTSEEING CO,CHICAGO,IL,6087Charter Sightseeing
Taxi,4632,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,BRILON ONE CAB CORP.,CHICAGO,IL,4632Taxi
Taxi,4759,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,RIAJ CAB CO,CHICAGO,IL,4759Taxi
Livery,7009,ACTIVE,GMC,YUKON,2014,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,CHICAGO,IL,7009Livery
Livery,8397,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,ROOSEVELT HARVEST,CHICAGO,IL,8397Livery
Taxi,4928,ACTIVE,FORD,FUSION,2011,WHITE,Hybrid,N,L AND M AVE OF AMERICA TAXI CORP,CHICAGO,IL,4928Taxi
Taxi,1349,ACTIVE,HONDA,CRV,2014,GOLD,Gasoline,N,DEREKCO INC.,CHICAGO,IL,1349Taxi
Livery,7029,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,"BARTA LIMO, INC.",CHICAGO,IL,7029Livery
Livery,8179,ACTIVE,LINCOLN,MKT,2011,BLACK,Gasoline,N,CLUB CHITOWN LIMOUSINE INC,CHICAGO,IL,8179Livery
Taxi,2722,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,RICKY CAB CO.,CHICAGO,IL,2722Taxi
Taxi,4721,ACTIVE,TOYOTA,PRIUS,2011,SILVER,Hybrid,N,NOAH AND NETSNET CORP,CHICAGO,IL,4721Taxi
Taxi,1296,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CHARLES TAXI LLC,CHICAGO,IL,1296Taxi
Charter Sightseeing,7272,INACTIVE,NEOPLAN,TROLLEY,1984,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,7272Charter Sightseeing
Livery,8606,ACTIVE,LINCOLN,MKT,2012,BLACK,Gasoline,N,"Valet Transportation, Inc.",CHICAGO,IL,8606Livery
Livery,7409,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,MAIOR EXPRESS INC,CHICAGO,IL,7409Livery
Taxi,6270,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,SANHITA AGNIHOTRI,CHICAGO,IL,6270Taxi
Ambulance,5666,RESERVED,FORD,E350,2008,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,5666Ambulance
Livery,8778,ACTIVE,LINCOLN,NAVIGATOR,2013,BLACK,Gasoline,N,Newtown Limousine Service Inc.,CHICAGO,IL,8778Livery
Taxi,1299,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,SPRUCE TAXI LLC,CHICAGO,IL,1299Taxi
Taxi,533,ACTIVE,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,LIBRA TAXI INC,CHICAGO,IL,533Taxi
Livery,8283,INACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,"TOWN & COUNTRY SERVICE, CORP",CHICAGO,IL,8283Livery
Charter Sightseeing,9905,ACTIVE,FORD,F550,2014,WHITE,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,9905Charter Sightseeing
Taxi,6500,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"SOJE, INC.",CHICAGO,IL,6500Taxi
Taxi,283,ACTIVE,TOYOTA,PRIUS,2011,MAROON/BLUE/STRIPES,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,283Taxi
Livery,8783,ACTIVE,CADILLAC,ESCALADE,2011,BLACK,Gasoline,N,CRISTIAN GRAMA,CHICAGO,IL,8783Livery
Taxi,3918,ACTIVE,FORD,TRANSIT CONNECT,2012,GOLD,Compressed Natural Gas,N,EMMANUEL O ORJI,CHICAGO,IL,3918Taxi
Ambulance,5721,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,5721Ambulance
Taxi,6596,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,M & N EXPRESS INC.,CHICAGO,IL,6596Taxi
Taxi,190,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,NECT 15 LLC,CHICAGO,IL,190Taxi
Taxi,6339,ACTIVE,TOYOTA,CAMRY,2009,WHITE,Hybrid,N,CROCODILU INC.,CHICAGO,IL,6339Taxi
Livery,8697,RESERVED,LINCOLN,TOWN CAR,2009,BLACK,Gasoline,N,GO SAFE LIMOUSINE INC,CHICAGO,IL,8697Livery
Taxi,1900,ACTIVE,TOYOTA,SIENNA,2012,WHITE,Gasoline,N,TKL CAB INC.,CHICAGO,IL,1900Taxi
Livery,9253,ACTIVE,LINCOLN,TOWN CAR,2011,WHITE,Gasoline,N,TRANS CHICAGO LIMOUSINE SERVCE INC,CHICAGO,IL,9253Livery
Taxi,3054,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,N,CHATHA CAB CO,CHICAGO,IL,3054Taxi
Taxi,835,ACTIVE,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,SWEETGRASS CAPITAL CORP.,CHICAGO,IL,835Taxi
Livery,9862,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,HRISTO  LILOV,CHICAGO,IL,9862Livery
Taxi,173,ACTIVE,NISSAN,ALTIMA,2011,YELLOW,Hybrid,N,ACROSS THE TOWN CAB CORP,CHICAGO,IL,173Taxi
Taxi,1484,ACTIVE,FORD,ESCAPE,2009,WHITE,Hybrid,N,AQUARIUS CAB INC.,CHICAGO,IL,1484Taxi
Ambulance,817731,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,817731Ambulance
Livery,7589,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,"BEBEK,LLC",CHICAGO,IL,7589Livery
Livery,8651,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,SWAN LIMO INC,CHICAGO,IL,8651Livery
Medicar,6641,RESERVED,DODGE,CARAVAN,2005,WHITE,Gasoline,N,CATCH A RIDE TRANSPORTATION INC,CHICAGO,IL,6641Medicar
Taxi,620,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,DANIELLA CAB CORP.,CHICAGO,IL,620Taxi
Livery,7908,VIOLATION,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,ARNETT R MCDANIEL,CHICAGO,IL,7908Livery
Taxi,5700,SURRENDER,TOYOTA,PRIUS,2009,YELLOW,Hybrid,N,JCMK INC.,CHICAGO,IL,5700Taxi
Ambulance,5532,ACTIVE,FORD,E350,2013,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5532Ambulance
Taxi,4366,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,CHICAGO MEDALLION THREE LLC.,CHICAGO,IL,4366Taxi
Medicar,5712,INACTIVE,CHEVROLET,VAN,2005,WHITE,Gasoline,N,EASY WAY TRANSPORTATION INC,CHICAGO,IL,5712Medicar
Taxi,6343,ACTIVE,FORD,ESCAPE,2013,WHITE,Gasoline,N,REX 1 INC.,CHICAGO,IL,6343Taxi
Livery,8476,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,GTS LIMOS INC,CHICAGO,IL,8476Livery
Taxi,3240,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,"TEDROS FAMILY, INC.",CHICAGO,IL,3240Taxi
Taxi,5306,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,ALEXA EXPRESS TWO INC.,CHICAGO,IL,5306Taxi
Livery,7595,ACTIVE,GMC,YUKON,2015,BLACK,Gasoline,N,LIMOUSINE LINES INC,CHICAGO,IL,7595Livery
Taxi,1249,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,SNOW BOARD TAXI LLC,CHICAGO,IL,1249Taxi
Taxi,3084,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,3084 TAXI CORP.,CHICAGO,IL,3084Taxi
Taxi,405,ACTIVE,HONDA,ACCORD,2012,CREAM/GREEN,Gasoline,N,FIMBEK INC.,CHICAGO,IL,405Taxi
Taxi,1639,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,HIGHWAY TAXI INC,CHICAGO,IL,1639Taxi
Livery,9483,INACTIVE,CHEVROLET,TAHOE,2009,BLACK,Gasoline,N,YOUSSEF ELBERRY,CHICAGO,IL,9483Livery
Taxi,3124,ACTIVE,TOYOTA,CAMRY,2011,RED/CREAM,Hybrid,N,RAY CAB COMPANY,CHICAGO,IL,3124Taxi
Taxi,4281,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,R H S CAB INC,CHICAGO,IL,4281Taxi
Taxi,6974,INACTIVE,TOYOTA,CAMRY,2013,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6974Taxi
Taxi,6586,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,AMRIT CAB CO.,CHICAGO,IL,6586Taxi
Taxi,4438,ACTIVE,TOYOTA,SCION,2013,YELLOW,Gasoline,N,SABU TAXI INC.,CHICAGO,IL,4438Taxi
Taxi,6543,ACTIVE,TOYOTA,CAMRY,2013,GRAY/WHITE,Hybrid,N,MAI-NEFHI TRANS INC.,CHICAGO,IL,6543Taxi
Livery,9883,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,SOPHIE LIMOUSINE INC,CHICAGO,IL,9883Livery
Medicar,12033,ACTIVE,DODGE,GRAND CARAVAN,2010,GRAY,Gasoline,N,BRYANT'S TRANSPORTATION SERVICES LLC,CHICAGO,IL,12033Medicar
Taxi,2035,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,HYMES TAXI CORP.,CHICAGO,IL,2035Taxi
Livery,9039,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,Allstate Limousine Inc.,CHICAGO,IL,9039Livery
Taxi,6408,ACTIVE,TOYOTA,SCION,2012,SILVER,Gasoline,N,"ZETHO CAB, INC.",CHICAGO,IL,6408Taxi
Taxi,4881,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,QUEENS HACKING CORP.,CHICAGO,IL,4881Taxi
Taxi,4522,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,LES & THERA LLC,CHICAGO,IL,4522Taxi
Ambulance,5613,ACTIVE,FORD,E350,2014,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5613Ambulance
Taxi,189,ACTIVE,TOYOTA,SIENNA,2012,BLUE,Gasoline,N,AMDE CORP,CHICAGO,IL,189Taxi
Taxi,977,ACTIVE,FORD,ESCAPE,2013,YELLOW,Gasoline,N,NECT 39 LLC,CHICAGO,IL,977Taxi
Taxi,1437,FORECLOSURE,FORD,CROWN VICTORIA,1998,YELLOW,Gasoline,N,DPSI CAB CO.,CHICAGO,IL,1437Taxi
Taxi,1746,ACTIVE,FORD,FUSION,2011,YELLOW,Hybrid,N,NECT 12 LLC,CHICAGO,IL,1746Taxi
Livery,9739,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,BENTZO EXECUTIVE LIMOUSINES INC,CHICAGO,IL,9739Livery
Livery,7479,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,CHICAGO 66 INC,CHICAGO,IL,7479Livery
Taxi,395,ACTIVE,FORD,FUSION,2011,WHITE,Hybrid,N,VIRGO TAXI CAB CO.,CHICAGO,IL,395Taxi
Taxi,1575,ACTIVE,FORD,C-MAX,2013,YELLOW,Hybrid,N,OCEANIS TAXI LTD,CHICAGO,IL,1575Taxi
Taxi,5093,ACTIVE,TOYOTA,RAV4,2011,WHITE,Gasoline,N,"MAG & CAM INVESTMENT, INC",CHICAGO,IL,5093Taxi
Livery,8985,INACTIVE,DODGE,CARAVAN,2006,DARK BLUE,Gasoline,N,"ALEF TRANSPORTATION, INC",CHICAGO,IL,8985Livery
Taxi,772,ACTIVE,TOYOTA,PRIUS,2011,MAROON/GOLD/STRIPES,Hybrid,N,"CHICAGO POLO XI, INC.",CHICAGO,IL,772Taxi
Taxi,5657,ACTIVE,TOYOTA,HIGHLANDER,2014,GOLD,Gasoline,N,SARP & ASSOCIATES CO INC,CHICAGO,IL,5657Taxi
Taxi,2673,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,U S TAXI COMPANY,CHICAGO,IL,2673Taxi
Taxi,783,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,VJOSA CAB CO.,CHICAGO,IL,783Taxi
Taxi,5912,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,"MAA AMBA TRANSPORTATION, INC.",CHICAGO,IL,5912Taxi
Livery,7564,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,7564Livery
Ambulance,5503,INACTIVE,FORD,VAN,2001,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,5503Ambulance
Livery,9825,ACTIVE,FORD,EXPEDITION,2011,BLACK,Gasoline,N,AMPAK USA INC,CHICAGO,IL,9825Livery
Taxi,1936,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,LILLY CAB CORP,CHICAGO,IL,1936Taxi
Livery,8137,ACTIVE,TESLA,SUBURBAN,2014,BLACK,Gasoline,N,E-MOTION CHAUFFEURS AND HIRES LLC,CHICAGO,IL,8137Livery
Taxi,174,VIOLATION,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,BABANANAK TRANSPORT CORP,CHICAGO,IL,174Taxi
Ambulance,5554,ACTIVE,FREIGHTLINER,SPRINTER,2011,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5554Ambulance
Livery,9681,ACTIVE,MERCEDES,S550,2015,BLACK,Gasoline,N,LIMO PRO CHICAGO INC,CHICAGO,IL,9681Livery
Livery,9985,ACTIVE,LINCOLN,TOWN CAR,2008,BLACK,Gasoline,N,ROLAND L JOITA,CHICAGO,IL,9985Livery
Taxi,1693,ACTIVE,DODGE,CARAVAN,2012,ORANGE/BLUE,Gasoline,Y,HARRODS TAXI LLC,CHICAGO,IL,1693Taxi
Ambulance,5491,INACTIVE,FORD,VAN,1999,BALCK,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5491Ambulance
Taxi,2760,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,PRINCESS CAB CO,CHICAGO,IL,2760Taxi
Taxi,3388,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,PARIKH ENTERPRISES INC,CHICAGO,IL,3388Taxi
Charter Sightseeing,10986,ACTIVE,ALEXANDER,E350,2001,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,10986Charter Sightseeing
Taxi,436,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,VASKEN CAB INC,CHICAGO,IL,436Taxi
Taxi,3576,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,CHICAGO CITY CAB CO,CHICAGO,IL,3576Taxi
Livery,8714,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,GUS A. PAPOULIAS,CHICAGO,IL,8714Livery
Taxi,6890,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,APOPO LLC,CHICAGO,IL,6890Taxi
Livery,7048,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,DH EXECUTIVE TOWN CAR LLC,CHICAGO,IL,7048Livery
Livery,7498,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,HAPPY LIMOUSINE INC,CHICAGO,IL,7498Livery
Taxi,5784,ACTIVE,TOYOTA,CAMRY,2014,BLUE,Hybrid,N,ORDO HACKING CORP.,CHICAGO,IL,5784Taxi
Livery,9967,ACTIVE,CHEVROLET,SUBURBAN,2011,BLACK,Gasoline,N,GABRIEL  ALVAREZ,CHICAGO,IL,9967Livery
Taxi,1219,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,"TUDOR CITY HOLDINGS, INC.",CHICAGO,IL,1219Taxi
Taxi,6165,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,PEACE INC.,CHICAGO,IL,6165Taxi
Taxi,4464,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,ARGENTINE OPEN CORP.,CHICAGO,IL,4464Taxi
Taxi,5954,ACTIVE,VPG,MV-1,2012,MAROON/GOLD/STRIPES,Compressed Natural Gas,Y,AUGUST CAB CORP.,CHICAGO,IL,5954Taxi
Taxi,796,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,CHICAGO,IL,796Taxi
Taxi,4230,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,ENGLEWOOD TRANSPORTATION INC,CHICAGO,IL,4230Taxi
Taxi,5136,ACTIVE,FORD,CROWN VICTORIA,2010,CREAM/GREEN,Flex Fuel,N,LAWRENCE MOORE TAXI INC.,CHICAGO,IL,5136Taxi
Livery,9377,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,INSTANT LIMOUSINE INC,CHICAGO,IL,9377Livery
Taxi,801,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,EGYTIAN BLUE TAXI INC,CHICAGO,IL,801Taxi
Livery,9181,ACTIVE,LINCOLN,TOWN CAR,2010,BLACK,Gasoline,N,NIGHTSTAR INC,CHICAGO,IL,9181Livery
Taxi,6256,VIOLATION,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,ABU-ASSAF CORP,CHICAGO,IL,6256Taxi
Taxi,1777,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,"WADOOD, INC",CHICAGO,IL,1777Taxi
Taxi,2728,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,GREWAL CORP,CHICAGO,IL,2728Taxi
Taxi,94,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,NEV CAB CORP,CHICAGO,IL,94Taxi
Taxi,811,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"SHAUN LOVES CHICAGO, INC.",CHICAGO,IL,811Taxi
Livery,8045,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC,CHICAGO,IL,8045Livery
Taxi,4481,ACTIVE,FORD,ESCAPE,2010,WHITE,Hybrid,N,GEMINI CAB INC.,CHICAGO,IL,4481Taxi
Taxi,6012,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,JESSICA CAB CORP.,CHICAGO,IL,6012Taxi
Taxi,524,ACTIVE,VPG,MV-1,2011,WHITE,Compressed Natural Gas,Y,LIBRA TAXI INC,CHICAGO,IL,524Taxi
Taxi,2417,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,ARSEE CAB CO,CHICAGO,IL,2417Taxi
Taxi,6289,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,RUSH HOUR CAB CORP.,CHICAGO,IL,6289Taxi
Taxi,5924,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,3860 TAXI CORP,CHICAGO,IL,5924Taxi
Livery,7082,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,CHICAGO,IL,7082Livery
Taxi,1345,ACTIVE,MERCURY,GRAND MARQUIS,2010,WHITE/STARS/STRIPES,Flex Fuel,N,CORPORAL CAB CO,CHICAGO,IL,1345Taxi
Taxi,1738,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,IRGEN INC,CHICAGO,IL,1738Taxi
Taxi,6453,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,6453 INC.,CHICAGO,IL,6453Taxi
Taxi,5028,ACTIVE,HONDA,CRV,2013,CREAM/GREEN,Gasoline,N,KPAAYAIN INC,CHICAGO,IL,5028Taxi
Taxi,6730,ACTIVE,TOYOTA,PRIUS,2012,WHITE/STARS/STRIPES,Hybrid,N,B AND K GIRLS HACKING CORP.,CHICAGO,IL,6730Taxi
Charter Sightseeing,12187,ACTIVE,LINCOLN,NAVIGATOR,2008,WHITE,Gasoline,N,"HIGH LIFE LIMOUSINE, INC.",CHICAGO,IL,12187Charter Sightseeing
Taxi,6569,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,N,BURNEY INC,CHICAGO,IL,6569Taxi
Livery,8035,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,CHICAGO,IL,8035Livery
Taxi,3531,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,DIANA MANAGEMENT LLC,CHICAGO,IL,3531Taxi
Livery,8552,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,CHICAGO,IL,8552Livery
Taxi,4639,ACTIVE,KIA,SOUL,2012,WHITE/STARS/STRIPES,Gasoline,N,MIKAURY TAXI CORP.,CHICAGO,IL,4639Taxi
Medicar,13905,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,PAL TRANSPORTATION CORPORATION,CHICAGO,IL,13905Medicar
Livery,9817,ACTIVE,LINCOLN,NAVIGATOR,2012,BLACK,Gasoline,N,C D LIMO SERVICES  CO,CHICAGO,IL,9817Livery
Ambulance,5681,ACTIVE,FORD,E350,2009,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,5681Ambulance
Taxi,5927,ACTIVE,CHEVROLET,IMPALA,2012,WHITE/BLUE,Gasoline,N,ZECCARIAS CAB CORP,CHICAGO,IL,5927Taxi
Taxi,6279,ACTIVE,FORD,ESCAPE,2011,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO POLO  III  INC.,CHICAGO,IL,6279Taxi
Livery,7758,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,"COZY LIMOUSINE, INC.",CHICAGO,IL,7758Livery
