Vehicle_Type,Public Vehicle Number,Status,Vehicle_Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,Record ID
Taxi,2820,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,BUKHARI BROTHERS INC.,CHICAGO,IL,2820Taxi
Livery,9882,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,"CCS EXECUTIVE CAR SERVICE, INC.",CHICAGO,IL,9882Livery
Ambulance,806101,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,ADVANTAGE AMBULANCE INC,FRANKFORT,IL,806101Ambulance
Livery,7314,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ALBERT'S CHAUFFEURING INC,CHICAGO,IL,7314Livery
Ambulance,5412,ACTIVE,MERCEDES,SPRINTER,2013,WHITE/ORANGE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5412Ambulance
Charter Sightseeing,7241,INACTIVE,FREIGHLINE,TROLLEY,1998,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,7241Charter Sightseeing
Livery,9096,ACTIVE,CADILLAC,ESCALADE,2008,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,CHICAGO,IL,9096Livery
Taxi,5564,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,RAFEH INC,CHICAGO,IL,5564Taxi
Livery,9228,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ROMEO SZELLPAL,CHICAGO,IL,9228Livery
Livery,7615,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,"PAULINA CHAUFFEURING SERVICE, INC",CHICAGO,IL,7615Livery
Taxi,2326,SURRENDER,FORD,ESCAPE,2013,YELLOW,Hybrid,N,MIKHAIL TRANSPORTATION INC.,CHICAGO,IL,2326Taxi
Taxi,4008,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,HYDRA TAXI LLC,CHICAGO,IL,4008Taxi
Ambulance,5634,ACTIVE,CHEVROLET,EXPRESS,2009,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5634Ambulance
Taxi,5359,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,ASSYRIAN TRANS INC,CHICAGO,IL,5359Taxi
Livery,9254,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,"GREAT CHICAGO LIMO SERVICES, INC",CHICAGO,IL,9254Livery
Taxi,5353,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,EBJ TAXI HOLDINGS CORP.,CHICAGO,IL,5353Taxi
Taxi,2978,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,SIX GEMS LLC,CHICAGO,IL,2978Taxi
Taxi,1695,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,LAIGHT TAXI CORP.,CHICAGO,IL,1695Taxi
Taxi,5184,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,XAVI CAB CORP,CHICAGO,IL,5184Taxi
Taxi,2878,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,AMJED INC,CHICAGO,IL,2878Taxi
Livery,8217,INACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,YOLANDA BENITEZ,CHICAGO,IL,8217Livery
Taxi,145,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,JIMMYZ TAXI LLC,CHICAGO,IL,145Taxi
Taxi,3,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,YC1 LLC,CHICAGO,IL,3Taxi
Taxi,1089,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"PHUNTSOK, INC.",CHICAGO,IL,1089Taxi
Taxi,6330,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,NATALIA TAXI CORP.,CHICAGO,IL,6330Taxi
Ambulance,895401,ACTIVE,FORD,E350,2013,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,895401Ambulance
Medicar,5803,RESERVED,FORD,E250,2005,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,5803Medicar
Ambulance,5725,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,SKOKIE,IL,5725Ambulance
Taxi,6806,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,N,MIKE NAT HACKING CHICAGO CORP.,CHICAGO,IL,6806Taxi
Livery,8999,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ARJAN DAUTAJ,CHICAGO,IL,8999Livery
Livery,7699,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,LUXURIOUS LIMOUSINES LIMITED,CHICAGO,IL,7699Livery
Livery,9227,ACTIVE,LINCOLN,MKZ HYBRID,2012,BLACK,Gasoline,N,TRANSPORT LIMOUSINE SERVICE INC,CHICAGO,IL,9227Livery
Livery,8898,INACTIVE,LINCOLN,TOWN CAR,2001,BLACK,Gasoline,N,FRED I INC,CHICAGO,IL,8898Livery
Taxi,5187,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,JOHAL CAB CO,CHICAGO,IL,5187Taxi
Taxi,5979,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,GORSHI INC.,CHICAGO,IL,5979Taxi
Livery,7823,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,BASE INC,CHICAGO,IL,7823Livery
Livery,7766,ACTIVE,CHRYSLER,300SER,2011,BLACK,Gasoline,N,MATT PAUL SIEK,CHICAGO,IL,7766Livery
Livery,8331,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,CHRISTOPHER M RADKOWSKI,CHICAGO,IL,8331Livery
Taxi,879,ACTIVE,FORD,ESCAPE,2013,YELLOW,Gasoline,N,NECT 35 LLC,CHICAGO,IL,879Taxi
Charter Sightseeing,10103,INACTIVE,FORD,E350,2007,BLACK,Gasoline,N,DIVA LIMOUSINE LTD,CHICAGO,IL,10103Charter Sightseeing
Livery,7849,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ALAA ALKHAZALEH,CHICAGO,IL,7849Livery
Taxi,3673,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,FW CAB CORP,CHICAGO,IL,3673Taxi
Taxi,3900,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,IMAGE TAXICAB INC,CHICAGO,IL,3900Taxi
Taxi,4996,ACTIVE,HYUNDAI,SONATA,2012,BLUE/WHITE,Gasoline,N,AJKLSG & B.D. CORP. INC.,CHICAGO,IL,4996Taxi
Taxi,6514,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CARZAAR CO.,CHICAGO,IL,6514Taxi
Taxi,5131,ACTIVE,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,INTERWOODEX INC,CHICAGO,IL,5131Taxi
Taxi,4710,ACTIVE,TOYOTA,PRIUS,2009,WHITE,Hybrid,N,"CHRISS, INC.",CHICAGO,IL,4710Taxi
Taxi,6104,ACTIVE,FORD,CROWN VICTORIA,2010,BLUE/WHITE,Gasoline,N,STANDARD TAXI CORP. #III,CHICAGO,IL,6104Taxi
Taxi,6332,ACTIVE,FORD,ESCAPE,2011,GRAY/WHITE,Hybrid,N,"CHICAGO CAB, INC. #1",CHICAGO,IL,6332Taxi
Taxi,6678,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,EMPIRE TAXI INCORPORATED,CHICAGO,IL,6678Taxi
Livery,9617,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,FBR TRANSPORTATION  INC,CHICAGO,IL,9617Livery
Taxi,4977,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GHAFFAR CAB CO,CHICAGO,IL,4977Taxi
Taxi,6431,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,POUYA RIDE INC.,CHICAGO,IL,6431Taxi
Taxi,185,ACTIVE,TOYOTA,PRIUS,2014,MAROON/GOLD/STRIPES,Hybrid,N,KING EDWARD CAB CORP.,CHICAGO,IL,185Taxi
Livery,8610,INACTIVE,LINCOLN,TOWN CAR,1999,BLACK,Gasoline,N,AMERICAN DREAM LIMOUSINE SRVC,CHICAGO,IL,8610Livery
Ambulance,726805,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,MOKENA,IL,726805Ambulance
Taxi,3062,ACTIVE,FORD,ESCAPE,2010,MAROON/BLUE/STRIPES,Hybrid,N,GEM AND R CAB CORP,CHICAGO,IL,3062Taxi
Livery,9359,INACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,IVAN GEORGIEV,CHICAGO,IL,9359Livery
Livery,9402,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,RIDE LUXURY LLC,CHICAGO,IL,9402Livery
Taxi,4360,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,WAHIDA CORP.,CHICAGO,IL,4360Taxi
Charter Sightseeing,13143,ACTIVE,FORD,F650,2007,WHITE,Gasoline,N,LIMOTAINMENT LLC,CHICAGO,IL,13143Charter Sightseeing
Taxi,3806,ACTIVE,CHEVROLET,HHR,2011,CREAM/BLUE,Gasoline,N,"NOORAMZI, INC.",CHICAGO,IL,3806Taxi
Livery,7143,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,YASA GLOBAL INC.,CHICAGO,IL,7143Livery
Taxi,1027,ACTIVE,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,NECT 41 LLC,CHICAGO,IL,1027Taxi
Taxi,2361,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,STATE TAXI INC,CHICAGO,IL,2361Taxi
Taxi,1840,ACTIVE,TOYOTA,RAV4,2013,WHITE,Gasoline,N,"J.R.J. EXPRESS, INC.",CHICAGO,IL,1840Taxi
Taxi,4798,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MONACO TAXI INC.,CHICAGO,IL,4798Taxi
Taxi,1801,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,SONILA & LOLA INC,CHICAGO,IL,1801Taxi
Taxi,5684,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,AUSTIN LABEL TRANS CORP,CHICAGO,IL,5684Taxi
Taxi,1541,ACTIVE,TOYOTA,PRIUS,2013,BLUE,Gasoline,N,GG TT INC,CHICAGO,IL,1541Taxi
Charter Sightseeing,7236,RESERVED,FORD,TROLLEY,1997,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,7236Charter Sightseeing
Taxi,4699,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,BAROMETER II HACKING CORP.,CHICAGO,IL,4699Taxi
Taxi,2499,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,ABK BUSHWICK CO.,CHICAGO,IL,2499Taxi
Livery,8055,ACTIVE,LINCOLN,MKT,2010,BLACK,Gasoline,N,WILLIE J. RUPERT,CHICAGO,IL,8055Livery
Livery,7639,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,JR LIMOUSINE OF CHICAGO LLC,CHICAGO,IL,7639Livery
Taxi,5260,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,WHITE ROSE CHICAGO CORP,CHICAGO,IL,5260Taxi
Taxi,6190,ACTIVE,NISSAN,ALTIMA,2011,GRAY/WHITE,Hybrid,N,CHOICE ENTERPRISE INC.,CHICAGO,IL,6190Taxi
Taxi,6245,ACTIVE,CHRYSLER,TOWN AND COUNTRY,2010,YELLOW,Gasoline,Y,JIM CAB CO,CHICAGO,IL,6245Taxi
Taxi,3310,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,9TH AVENUE TAXI CORP.,CHICAGO,IL,3310Taxi
Taxi,3532,ACTIVE,TOYOTA,PRIUS,2011,YELLOW,Hybrid,N,JONATA CAB CO,CHICAGO,IL,3532Taxi
Taxi,2556,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,MZ CHICAGO CAB CORP.,CHICAGO,IL,2556Taxi
Livery,9897,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,VALENTIN POPOVICI,CHICAGO,IL,9897Livery
Taxi,4820,ACTIVE,TOYOTA,PRIUS,2014,WHITE/STARS/STRIPES,Hybrid,N,STATEN ISLAND HACKING CORP.,CHICAGO,IL,4820Taxi
Taxi,2641,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,MCCAB  IV CORP.,CHICAGO,IL,2641Taxi
Taxi,1914,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,ABRANTIE TRANSPORT INC.,CHICAGO,IL,1914Taxi
Taxi,1512,ACTIVE,TOYOTA,SCION,2012,BLUE,Gasoline,N,RAHEL EXPRESS INC.,CHICAGO,IL,1512Taxi
Taxi,1289,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,"LMB TAXI V, INC.",CHICAGO,IL,1289Taxi
Taxi,3629,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/STARS/STRIPES,Gasoline,N,MARO CAB CO,CHICAGO,IL,3629Taxi
Taxi,1294,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,YC22 LLC,CHICAGO,IL,1294Taxi
Taxi,5667,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,CAROLINA DELAVINA CORP.,CHICAGO,IL,5667Taxi
Taxi,2718,ACTIVE,VPG,MV-1,2012,MAROON/GOLD/STRIPES,Compressed Natural Gas,Y,APRIL CAB CORP.,CHICAGO,IL,2718Taxi
Taxi,3258,ACTIVE,TOYOTA,PRIUS,2012,WHITE/BLACK/STRIPES,Hybrid,N,LJUBISA SUSA,CHICAGO,IL,3258Taxi
Taxi,5972,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,BAZZI CAB COMPANY,CHICAGO,IL,5972Taxi
Livery,7233,RESERVED,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,RANOLD M MOKAYA,CHICAGO,IL,7233Livery
Ambulance,5716,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,SKOKIE,IL,5716Ambulance
Taxi,2823,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,LEE EXPRESS INC,CHICAGO,IL,2823Taxi
Taxi,4646,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,ILLINI CAB CO.,CHICAGO,IL,4646Taxi
Livery,7720,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,KRASEN KRASTEV,CHICAGO,IL,7720Livery
Taxi,4513,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,CAB ON US INC,CHICAGO,IL,4513Taxi
Taxi,2387,ACTIVE,TOYOTA,SCION,2012,CREAM/GREEN,Gasoline,N,STEFANIE AND AUDREY CAB CORP.,CHICAGO,IL,2387Taxi
Taxi,195,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,FUNNY MONICA IN CHICAGO INC,CHICAGO,IL,195Taxi
Taxi,6919,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,"TAXI SERVICE, INC.",CHICAGO,IL,6919Taxi
Taxi,2887,ACTIVE,FORD,FUSION,2011,WHITE,Hybrid,N,BKA CANARY CORP,CHICAGO,IL,2887Taxi
Taxi,4612,ACTIVE,TOYOTA,CAMRY,2010,CREAM/BLUE,Hybrid,N,RUFINO EXPRESS INC,CHICAGO,IL,4612Taxi
Livery,7569,ACTIVE,CHRYSLER,C300,2013,BLACK,Gasoline,N,YOUSIF ODISHO,CHICAGO,IL,7569Livery
Taxi,6284,VIOLATION,FORD,FUSION,2014,WHITE/STARS/STRIPES,Hybrid,N,MIRIM'S HACKING CORP.,CHICAGO,IL,6284Taxi
Ambulance,5580,RESERVED,FORD,E350,2004,YELLOW/BLUE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5580Ambulance
Livery,8423,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,CHICAGO,IL,8423Livery
Taxi,5235,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,NAGRA BROTHERS INC.,CHICAGO,IL,5235Taxi
Livery,9317,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,CHICAGOLAND TRANSPORTATION INC,CHICAGO,IL,9317Livery
Taxi,494,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,494Taxi
Medicar,6308,INACTIVE,FORD,CAPRICE,2007,WHITE,Gasoline,N,LAKE SHORE MEDICAR INC,CHICAGO,IL,6308Medicar
Taxi,3268,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,SANTORINI TWO CAB CORP.,CHICAGO,IL,3268Taxi
Ambulance,5324,ACTIVE,MERCEDES,SPRINTER,2013,PURPLE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5324Ambulance
Taxi,6071,ACTIVE,FORD,C-MAX,2013,WHITE/BLUE/STRIPES,Hybrid,N,NEW MILLENNIUM INC. #1,CHICAGO,IL,6071Taxi
Livery,7192,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,"PAVEL SPASOV, INC.",CHICAGO,IL,7192Livery
Taxi,3974,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,CHICAGO,IL,3974Taxi
Livery,9920,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,"RICH CHICAGO LIMOUSINE, INC.",CHICAGO,IL,9920Livery
Medicar,3219,ACTIVE,DODGE,CARAVAN,2012,SILVER,Gasoline,N,PRECIOUS JEWELS TRANSPORTATION COMPANY,CHICAGO,IL,3219Medicar
Taxi,6139,ACTIVE,TOYOTA,CAMRY,2013,BLUE,Hybrid,N,DABRY CORP,CHICAGO,IL,6139Taxi
Taxi,4878,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,JUBILEE CAB CORP,CHICAGO,IL,4878Taxi
Taxi,252,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SEAN K. INCORPORATED,CHICAGO,IL,252Taxi
Taxi,1668,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,SITARA INC.,CHICAGO,IL,1668Taxi
Taxi,5213,ACTIVE,TOYOTA,PRIUS,2010,MAROON/BLUE/STRIPES,Hybrid,N,GALINA CAB CORP,CHICAGO,IL,5213Taxi
Livery,9983,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,LIMO PRO CHICAGO INC,CHICAGO,IL,9983Livery
Ambulance,4961,ACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,4961Ambulance
Taxi,2590,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CASABLANCA CAB CORP.,CHICAGO,IL,2590Taxi
Livery,7529,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,CHICAGO,IL,7529Livery
Taxi,3929,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,NECT 28 LLC,CHICAGO,IL,3929Taxi
Charter Sightseeing,9796,RESERVED,FORD,F650,2006,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,9796Charter Sightseeing
Taxi,4291,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,D & E TAXI INC.,CHICAGO,IL,4291Taxi
Taxi,5469,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,JEJU CAB CO.,CHICAGO,IL,5469Taxi
Charter Sightseeing,14844,ACTIVE,FORD,E350,2012,WHITE,Gasoline,N,JUAN M. ESCOBAR,CHICAGO,IL,14844Charter Sightseeing
Ambulance,5541,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,5541Ambulance
Livery,7670,ACTIVE,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,A TO Z CAR & LIMOUSINE SERVICE,CHICAGO,IL,7670Livery
Livery,7197,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,OMCKA LIVERY LLC,CHICAGO,IL,7197Livery
Taxi,1353,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,OUT-OF-BOUNDS TAXI LLC,CHICAGO,IL,1353Taxi
Taxi,5241,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,AL-MEDINA CHICAGO INC,CHICAGO,IL,5241Taxi
Taxi,1425,ACTIVE,FORD,ESCAPE,2014,GRAY/WHITE,Gasoline,N,FRAOUCENE CAB COMPANY,CHICAGO,IL,1425Taxi
Livery,8490,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,ROSE LIMO SERVICE INC,CHICAGO,IL,8490Livery
Taxi,4818,ACTIVE,TOYOTA,PRIUS,2011,MAROON/GOLD/STRIPES,Hybrid,N,MONACO TAXI INC.,CHICAGO,IL,4818Taxi
Taxi,4503,ACTIVE,TOYOTA,RAV4,2013,CREAM/GREEN,Gasoline,N,ROAD RUNNER CAB CORP,CHICAGO,IL,4503Taxi
Taxi,6588,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"ARIANA TRANS,  INC.",CHICAGO,IL,6588Taxi
Taxi,4691,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,JAM CAB CO,CHICAGO,IL,4691Taxi
Taxi,220,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,JOSIAH R. FLOMO,CHICAGO,IL,220Taxi
Livery,8320,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,CHICAGO,IL,8320Livery
Charter Sightseeing,13795,ACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,13795Charter Sightseeing
Livery,7982,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,CHRISTOPHER M RADKOWSKI,CHICAGO,IL,7982Livery
Livery,9271,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO AND SUBURB LIMOUSINE SERVICE INC,CHICAGO,IL,9271Livery
Ambulance,5527,INACTIVE,FORD,ECONOLINE,2001,BLACK,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,5527Ambulance
Taxi,3255,ACTIVE,FORD,ESCAPE,2010,YELLOW,Hybrid,N,NECT 6 INC.,CHICAGO,IL,3255Taxi
Livery,7471,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LIMOZONE INC.,CHICAGO,IL,7471Livery
Taxi,744,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,SIMB TAXI COMPANY,CHICAGO,IL,744Taxi
Livery,7713,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,HARRISON GLOBAL LLC,CHICAGO,IL,7713Livery
Livery,8392,ACTIVE,LINCOLN,TOWN CAR,2009,BLACK,Gasoline,N,"ROCK LIMO SERVICE,INC.",CHICAGO,IL,8392Livery
Livery,8182,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,BLACK TIE LIMOUSINE INC,CHICAGO,IL,8182Livery
Livery,8583,ACTIVE,LINCOLN,MKS,2012,BLACK,Gasoline,N,SEBE TRANSPORTATION CORP,CHICAGO,IL,8583Livery
Taxi,3180,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,KAVALA TAXI LLC,CHICAGO,IL,3180Taxi
Livery,7916,RESERVED,CADILLAC,DTS,2008,BLACK,Gasoline,N,CONSTANTIN ILINESCU,CHICAGO,IL,7916Livery
Taxi,6045,ACTIVE,TOYOTA,RAV4,2013,CREAM/GREEN,Gasoline,N,OBA TAXI CAB INC,CHICAGO,IL,6045Taxi
Taxi,2900,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,SKIDMORE TAXI LLC,CHICAGO,IL,2900Taxi
Taxi,1984,ACTIVE,TOYOTA,PRIUS,2010,WHITE,Hybrid,N,"CHRISS, INC.",CHICAGO,IL,1984Taxi
Taxi,904,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP II,CHICAGO,IL,904Taxi
Livery,9742,ACTIVE,VOLKSWAGEN,ROUTAN,2010,BLACK,Gasoline,N,WELCOME HOME PROFESSIONAL LIMOUSINE INC,CHICAGO,IL,9742Livery
Taxi,2462,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,PARK WEST EXPRESS INC,CHICAGO,IL,2462Taxi
Livery,8924,ACTIVE,LINCOLN,TOWN CAR,2010,BLACK,Gasoline,N,CHICAGO  LIMO NET INC,CHICAGO,IL,8924Livery
Taxi,1654,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,PRESTIGE TAXI CORP,CHICAGO,IL,1654Taxi
Livery,9498,INACTIVE,LINCOLN,TOWN CAR,2009,BLACK,Gasoline,N,SPAS NIKOLOV,CHICAGO,IL,9498Livery
Ambulance,5712,RESERVED,FORD,E350,2010,BLUE,Gasoline,N,MIDWEST AMBULANCE LLC,SKOKIE,IL,5712Ambulance
Taxi,3606,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"ADELA, INC.",CHICAGO,IL,3606Taxi
Taxi,3933,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO SEVEN CAB INC,CHICAGO,IL,3933Taxi
Taxi,161,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,MCCAB XIV CORP.,CHICAGO,IL,161Taxi
Taxi,6069,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Gasoline,N,AROUND TOWN TAXI CO,CHICAGO,IL,6069Taxi
Taxi,4072,ACTIVE,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,AMC CAB CORP.,CHICAGO,IL,4072Taxi
Taxi,5766,ACTIVE,HYUNDAI,SONATA,2011,YELLOW,Gasoline,N,"LMB TAXI V, INC.",CHICAGO,IL,5766Taxi
Ambulance,5588,RESERVED,FORD,E350,2004,GRAY,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5588Ambulance
Ambulance,5544,INACTIVE,FORD,E350,2002,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,5544Ambulance
